1247455422694461440	⭐ Save The Date ⭐ 👉 Thursday April 23, 3-4pm ❓Managing a remote team ❓What if you’ve been furloughed? ❗Welcome to the new normal Free virtual peer support for fundraisers across the #NorthWest during #COVID19. Registration opens soon #InItTogether #EveryDayCounts HTTPURL	UNINFORMATIVE
1245918880289026048	@USER gonna come outta quarantine with Covid 19 AND 2 more babies/babymamas. Tf?! 🤣🤣🤣🤣	UNINFORMATIVE
1245869051521335296	@USER @USER He has succeeded in being one of the worst humans to ever live in this Country!😾 Serial Killers can't TOUCH the number of DEATHS on Trump!🔥 How many would it be if we added the Coronavirus deaths + Border Immigrants + The Kurd + The Ukrainians + The Syrians + Hate Crimes?!🔥🌊	UNINFORMATIVE
1245679624748752897	In the fight to control COVID-19, scientific research is proving vitally important. For us, research has always been at the heart of what we do. Recently, our work helped to HALVE cases of MenW meningitis in the UK. Click here: HTTPURL to find out how.	UNINFORMATIVE
1245665297723314176	Case reports from China, Italy and other countries clearly show that those aged 60 and above are more susceptible to Covid-19. #Covid19 #MovementControlOrder #KitaJagaKita #MyStayHome #MPO #WashYourHands HTTPURL	UNINFORMATIVE
1235696424093966347	He’s desperate for an excuse to call off the election, he knows no matter who the Democrat nominee is Republicans are headed for an electoral apocalypse they’ll never recover from. You watch if the #Coronavirus gets really bad in the States he’ll attempt to impose Martial Law🤮	UNINFORMATIVE
1241362008894771201	🇨🇦 🦠 Accessing Halton Region Programs &amp; Services during COVID-19 🦠 🇨🇦 - Sat, 21 Mar 2020 #Coronavirus #COVID2019 #CanadaCovid19 HTTPURL	UNINFORMATIVE
1239255107327451136	Wife woke up with terrible stomach pain at 3am. Thought it was food poisoning. Ends up being Appendicitis, heading to surgery now. The sad thing is that because of COVID-19, I’m not allowed to see her until she’s discharged. #FingersCrossed HTTPURL	UNINFORMATIVE
1245426192649502722	@USER @USER Predictions are now over 200,000 deaths in the US from COVID-19. It is faster moving and targets the old and weak. I call it a Designer Bug.	UNINFORMATIVE
1241850896084074496	Ok, so we don't have access to Coronavirus test kits, but apparently rapists in prison do?? Harvey Weinstein is put in isolation after contracting coronavirus HTTPURL via @USER	UNINFORMATIVE
1240706215841157120	This is a terrible move by the current Westchester DA, particularly in this time of crisis. False, negative advertising is harmful to our community, which is a hotspot for the #coronavirus outbreak. Glad @USER @USER and other major justice voices are speaking out.	UNINFORMATIVE
1237706685822775297	After China imposed strict quarantine and lockdown measures in hard-hit Hubei province, new cases of COVID-19 appeared to decline, Schaffner. What is coronavirus and other important questions answered - ABC News - HTTPURL via @USER	UNINFORMATIVE
1244581371516985344	Wounded Knee, SD - The SIOUX NATION Tribes take measures to slow spread of new #Coronavirus Native American tribes across the country are pressing the Federal Government for more resources to prevent the spread of the new coronavirus HTTPURL HTTPURL	UNINFORMATIVE
1239807746293338112	I’m now even more concerned that #Covid_19 will have a disporportionately negative impact on folks with serious #mentalhealth problems. Our safeguards, our care, are already being put to the back of the queue. Here's a thread on some of the impacts &gt; HTTPURL	UNINFORMATIVE
1235703453462249473	@USER @USER @USER @USER @USER @USER Maybe @USER you can share with the Press how many test kits are available in Missouri? How many tests have been initiated in Missouri? How many of those tests are negative? Have the less than ten cases in @USER been tested? What are those results? #coronavirus	UNINFORMATIVE
1245715624413802496	Expert predicts Richmond-area hospitals to fill up within weeks; peak of cases of #coronavirus not expected until late-May HTTPURL	UNINFORMATIVE
1246405655977656326	"Sand Artist Rana Ramlawi, 23, works on her sand sculptures depicting the earth with a message reading ""Stay Home"" at her home in Gaza City during the COVID-19 coronavirus pandemic, in Gaza City, on April 3, 2020 HTTPURL"	UNINFORMATIVE
1240378078834110465	To be clear: Minnesota has 1,700 samples that had to be frozen because they cannot be tested. Walz said he is concerned, because these were samples taken because COVID was suspected.	UNINFORMATIVE
1245874748053229569	Headlines are “US leads world in COVID-19 cases”. What the media fails to mention is US ranks like 35th in cases per million population. See how you’re being manipulated?	UNINFORMATIVE
1247705738077597696	@USER All conservative justices on the Supreme Court are despicable for their position on Wisconsin absentee deadline. Many people are hoping they walk into someone who has a serious case of coronavirus, possibly starting with Brett.	UNINFORMATIVE
1246011100262531073	"Two French doctors on live television are discussing how a potential new treatment against #covid19 should be first tested in Africa. ""Where there are no masks, no treatment, no reanimation."" 📹 @USER #COVID19Pandemic #CoronaVirusUpdate #CoronavirusFrance HTTPURL"	UNINFORMATIVE
1240574591401168897	Premier Doug Ford promised the bill earlier this week and said it will apply to employees under investigation, supervision or treatment for the disease caused by the novel coronavirus. HTTPURL	UNINFORMATIVE
1241185016937418752	Hey @USER a german friend of mine is staying at my place in Mexico City @USER @USER has cancelled him 2 flights and can’t fly back home. The German Embassy here hasn’t been helpful and he is worried to be stucked here during the #Covid_19 crisis. Help!	UNINFORMATIVE
1243250799288946689	(1/2) New York City travelers to RI: Gov. Executive order: anyone who has traveled to RI from NY by any form of transportation must self-quarantine for 14 days. Applies to anyone who has been to NY in the last 14 days. #RhodeIsland #coronavirus	UNINFORMATIVE
1246266257248145408	SITUATION REPORT: On 02 – 03 April 2020, the Task Group Laban COVID-19 Water Cluster inspected 2,303 vessels and other watercrafts in various ports and waterways in the country. Corresponding medical screening and health protocols to 8,692 crew members were also performed. HTTPURL	UNINFORMATIVE
1244683087943995392	@USER @USER @USER Her mandate in MI primarily focused on patients who are prescribed the med for label use, to achieve 60 day supply ahead of use in COVID-19, but will allow it. Government should seriously stay out of MD/patient treatment period.	UNINFORMATIVE
1244612785801244678	Where is the additional 600 kbd, the additional crude #Aramco intends to export coming from? 1- Replacement of #oil with natural gas in power plants 2- Energy efficiency programs are paying off 3- Country-wide lockdown because of #Coronavirus reduced consumption #SaudiArabia HTTPURL	UNINFORMATIVE
1245909817522368512	"My most recent thoughts on #COVID19 C*** virus China has hidden potential science or death rates either or is bad news Iran potentially has worked on finding a curative that is successful 73K people ""recovered"" (I've yet to hear from a single healed person and how?) No med?"	UNINFORMATIVE
1236000503756140545	For the past 24 hours, all of my mental energy has been spent on these two things: 1) wondering if this cold I have is really the Coronavirus; 2) picturing Tom Leopold riding Joy Behar around Columbus Circle in NYC. If this is my end, at least I'll die with happy thoughts.	UNINFORMATIVE
1250112480459796484	When people die of COVID-19, it usually happens 11.2 days after symptoms appear, Gov. Edwards said in a press release. HTTPURL This is what the increases in known cases looked like about 11 days ago. HTTPURL	UNINFORMATIVE
1245868283883970561	- #COVID19's peak in WV is projected to come in early May. - Researchers take into account reporting of deaths and mitigation practices that have been implemented. - Almost 500 deaths are projected. - You can improve outcomes by staying home. More here: HTTPURL	UNINFORMATIVE
1245847604157652997	Ug's NSSF inaccessible for whatever reasons MD &amp; executive authorities have in mind.They'll be like: - That's U.S not Ug - Not meant for emergencies but death, retirement - Not easy to get. Invested in treasury bills, bonds,(Real estate?) 🤣#Lockdown,#COVID19 HTTPURL	UNINFORMATIVE
1244572667967156226	Good morning, Capital Region. I’ve been live this morning highlighting the latest COVID-19 updates from the Governor’s office. Hope you’re waking up with 10! @USER HTTPURL	UNINFORMATIVE
1245852141559873537	What is behind agenda of #bbcnews ?Looking for other factors than Coronavirus death.Possibly economic deprivation has inflicted old and poor as well as sick or retired pensioners?Or looking for short of PPE and ventilator,nurse,doctor and care workers? Look at Tory government.	UNINFORMATIVE
1244767510483931138	The pastor from the River Church of Tampa was arrested for violation of safe at home order here in Florida. He put many lives at risk with this coronavirus.	UNINFORMATIVE
1241079793476677632	@USER @USER @USER @USER @USER Trump administration’s fumbling of the coronavirus outbreak is partly rooted in how unprepared — and in some cases unwilling — it was to engage in transition exercises at all in late 2016 and early 2017. #TrumpLiedPeopleDied HTTPURL	UNINFORMATIVE
1245604573001080832	Over the past 4 years, President Trump has had to deal with more than any President in history...And he’s still here punching. Crossfire Hurricane July 2016 - May 2017 Mueller Investigation May 2017 - Mar 2019 Impeachment Sep 2019 - Jan 2020 Coronavirus Jan 2020 - Present	UNINFORMATIVE
1251204538272382981	1/ @USER has officially announced that, due to the COVID-19 pandemic, there will be no San Diego Comic-Con this year. For the first time in its 50-year history San Diego Comic Convention (SDCC), the organizers behind the annual pop culture celebration, announced today with	UNINFORMATIVE
1236101706062221313	Vice President Pence and Members of the Coronavirus Task Force Hold a Press Conference... HTTPURL via @USER Great presser. Also shows how actively involved the President @USER &amp; VP @USER actually are, along with highly-qualified experts, re: COVID19.	UNINFORMATIVE
1239145548738891776	Last decade was bad for governments the world over: slow recovery, #occupywallstreet, polls getting US/UK elections wrong, protests in SEA, India etc. #Coronavirus crisis might be the best chance that governments/public sector have to convince the world once again why they exist	UNINFORMATIVE
1250498690592190464	Trials for the Capital Gazette gunman, an alleged MS-13 killer and the man charged with fatally shooting Annapolis rapper Tre Da Kid have been or will be delayed on account of the Maryland Judiciary’s latest order aimed at curbing the novel coronavirus. HTTPURL	UNINFORMATIVE
1249337197255364611	Thousands of Afghans infected with coronavirus in Pakistan massively cross the Pakistani-Afghan border after Afghan officials lifted restrictions on Covid-19 to get home to infect local Afghans too.	UNINFORMATIVE
1242095084411277312	"How do you get the ""facts straight"" about the origins of the #coronavirus when #China prevents scientific investigation? Beijing has something to hide, and it must be particularly ugly. #ChinaVirus #WuFlu"	UNINFORMATIVE
1235544095470137346	Very worthwhile read. Lots of opportunity here: COVID-19 and the global hotel industry: A roadmap to recovery, part 2 via @USER HTTPURL #ecommerce #trends #strategy #hotelmarketing HTTPURL	UNINFORMATIVE
1241027984376631297	The Washington County jail plans to release at least 72 inmates on electronic monitoring who officials determined are at higher risk to contract covid-19. HTTPURL HTTPURL	UNINFORMATIVE
1241547865501175816	@USER @USER So 10 patients would've died anyway? OR ALL 20 if none had been given #Hydroxychloroquine - how long would they have been in intensive care on ventilators? 45 days? longer? And died anyway? At what point do we use the antivirals on every case that comes into critical care? #COVID	UNINFORMATIVE
1245880338909286401	@USER Oh Mr Oblivious... if Trump hadn’t ignored, called it a hoax, sacked the Pandemic Department, Acted sooner, given clear instructions... not changing narrative daily... this virus wouldn’t have America winning the Covid19 numbers! #TrumpOwnsEveryDeath #TrumpLiesAmericansDie	UNINFORMATIVE
1241188238468902912	Very good questions from ⁦@USER and our great readers and informative answers from our reporter/pediatric infectious disease specialist Dr. ⁦@USER ⁦@USER ⁦@USER #CoronaVirusUpdate HTTPURL	UNINFORMATIVE
1246188133886169088	@USER I am authorised to sell a COVID-19 detection test kit, 100% accuracy in lab tests. FULLY FDA APPROVED, CE Certified. $13 for door to door delivery. Min order qty 100,000 test kits. I am connecting with decision makers, it may assist back to work program	UNINFORMATIVE
1241315271127601152	It's official - #Bangkok under #LockdownBKK with the closure of more venues incl. all shopping malls from Mar 22 - Apr 12. Only supermarkets, food markets/stores and restaurants (no dine-in) will remain open. #COVID19 Goodbye #BKK Hello #BeachHouse We're moving in for awhile. HTTPURL	UNINFORMATIVE
1245783047624175618	@USER @USER @USER @USER In any case, the Doctors &amp; nurses may end up dying because @USER botched the response to COVID-19 for months &amp; still can't get them the PPE they need, but at least they can eat some pizza.	UNINFORMATIVE
1245945254504574977	Warships returning, soldiers wait for call: Gen. Vance on COVID-19 preparations #canada #canada #canadacoronavirus #canadians #coronavirusout... HTTPURL	UNINFORMATIVE
1245783606175436800	Finally some positive news for those of us who have been made unemployed due to Covid-19! We have a written statement from the Treasury and it will be updated on government websites soon! Let’s hope this changes things! Time for employers &amp; companies to step up!!	UNINFORMATIVE
1245912701768851457	@USER OH MY GOD, I just realized that Covid 19 has killed Pioneers of the Game! THIS HAS GONE TOO FAR.	UNINFORMATIVE
1248949320382066692	Note to the U.S government and all of the Coronavirus leading experts. They say the only two guarantees in life are death and taxes. The government has always controlled one ‘taxes’, now they’re somewhat trying to control the other. HTTPURL	UNINFORMATIVE
1236627536077086720	Pound vs Australian Dollar (GBP/AUD) Currency Rate Forecast: Will Coronavirus Keep AUD Rates from Recovering? HTTPURL	UNINFORMATIVE
1245663120619683840	‘Half of Swedish population may be COVID-19 infected in April’, warns Stockholm University professor HTTPURL	UNINFORMATIVE
1236323866735083520	More Coronavirus Cases Linked To Biogen Meeting At Boston Hotel HTTPURL #SmartNews	UNINFORMATIVE
1249720480384217090	@USER The CFIA does not anticipate any food product recalls or withdrawals from the market due to COVID-19 contamination. Currently, there have been no reported cases of food or food packaging being associated with the transmission of COVID-19. (2/3)	UNINFORMATIVE
1237081091233566721	#Trump handlers saw my tweet. #economics of recovery before getting started. Industries are being impacted daily and dramatically. Infusions of capital safety net facility should be on the ready. #FDIC @USER @USER @USER @USER @USER @USER @USER #Coronavirus	UNINFORMATIVE
1235944211830185984	According to this, 1/2 of corona virus patients have recovered. They cite the Hopkins website. Minor detail: take away the Chinese data and that statement is simply false—seriously false. HTTPURL	UNINFORMATIVE
1241030292783185922	There will be two Manitoba #COVID19 news conferences today, back to back, starting at 11 a.m.. First up, Premier Brian Pallister and Families Minister Heather Stefanson. Then chief provincial public health officer Brent Roussin and provincial nursing officer Lanette Siragusa.	UNINFORMATIVE
1246930077796847617	Celebrity Eclipse cruise ship COVID-19 cases spread globally HTTPURL How many more people have been diagnosed, where did they go and how did they get there. San Diego Health Dept. Needs to be looking out for SD residents	UNINFORMATIVE
1246236566927724544	I wish today is 4 April 2021. So crazy and chaotic here in Thailand! Covid19 has changed our lives in very unpredicted ways.	UNINFORMATIVE
1251960943988400142	"Everyone listed as a COVID death did not necessarily die from the coronavirus. It means they had tested positive at the time they passed. They may have died from an ""alternate cause"" @USER director Dr. Ngozi Ezike said. Either way, it would be classifed as a COVID death."	UNINFORMATIVE
1242753334383128576	Also reported on BBC this morning -&gt; UK Govt still failing to test for #coronavirus. Only 5,000 tests a day. Without more testing impossible to trace contacts &amp; locate the virus. Lives of the 170,000 NHS volunteers are at risk. @USER must ask @USER to #TestTestTest	UNINFORMATIVE
1245864728083091457	And if he gets it and the hospital needs his ventilator for someone else, he has to die, just like other old people when there’s not enough ventilators. #TrumpIsOld #COVID	UNINFORMATIVE
1247358085099745281	Lawyers from the University of the Philippines College of Law have offered to defend individuals who have experienced discrimination amid the threat of the coronavirus disease 2019 (COVID-19). HTTPURL	UNINFORMATIVE
1246037076757315584	@USER Don’t tease me. Or did you mean that COVID-19 tested positive of Steve and Miller?	UNINFORMATIVE
1244801442122211334	@USER Why is there a screen shot of the dude with the video ... this is for reall y'all ... this is for real .. this for real 🤣😂🤣😂 Not one person on Twitter claiming to have it has been able to show me any docs saying they tested positive for COVID-19 I'm still waiting!!!!!!!!!	UNINFORMATIVE
1242881908628951040	Join us for our first virtual happy hour today at 4:30pm #Mainetime Hear from @USER CEO on the latest changes to public policy in response to the #COVID19 #coronavirus outbreak. HTTPURL #mepolitics #maine #VirtualTownHall #SocialDistancing HTTPURL	UNINFORMATIVE
1236159315448229888	Last week most new Covid19 cases in Canada came from Iran, this week most of them have come from the USA. Making America great! #America #COVID19 #Trump #outofcontrol	UNINFORMATIVE
1236094348607074304	#BreakingNews: #SaudiArabia has limited destinations for fights coming in from UAE, Kuwait &amp; Bahrain to King Khalid Intl. Airport - RYD, King Abdulaziz Intl. Airport - JED &amp; King Fahd Intl. Airport - DMM. Whereas entry by land routes have been closed for travelers. #coronavirus	UNINFORMATIVE
1245876799181070338	4) The monetary damages caused by the release of the Coronavirus 19 &amp; resulting pandemic would be a staggering figure —- victims worldwide who suffered illness, death, loss of freedoms, financial losses, etc. Enough to bankrupt even the richest of men or a country.	UNINFORMATIVE
1245849704518365187	Anyone wanna tell little Amy Mexico has like 1000 Covid-19 cases to our zillions?	UNINFORMATIVE
1247469176492642310	"Join us Thursday, 9 April at 12.30 PM CEST for the first ""COVID-19: From viral to containment"" webinar on #primarycare and #healthmanagement during the #COVID19 outbreak. For more info and to register ↓ HTTPURL"	UNINFORMATIVE
1236079206850859008	Entering Morocco by ship last month, everyone on the boat—including Moroccans—had to fill out COVID-related paperwork and disclosures. Entering Italy, soldiers and public health workers checked everyone's temperature. Leaving Germany, I was grilled about my time in Italy	UNINFORMATIVE
1244626719765643272	While #Belarus leadership refuses to see any viruses HTTPURL the #USA granted #Belarus $1.3 mil. HTTPURL &amp; the #EU allocates €140 mil. for the #EaP countries incl. Belarus for combating #coronavirus HTTPURL	UNINFORMATIVE
1245993381475606528	Im really getting sick of these “big time” influencers trying to exploit this pandemic saying they “tested positive” for a publicity stunt. But yet these dumb broads having the #Coronavirus have the burst of energy to create TikTok videos &amp; ‘Shop my lounge look’ on LTK I can’t🤦🏻‍♀️	UNINFORMATIVE
1245485729964101632	@USER @USER @USER they don't have to lie telling only half the truth works even better #FakeNews February 1, 2020: Fauci said, “I often get asked: We have an influenza outbreak here, we have about 8,000 deaths already, 100,000 hospitalizations. Why are we paying such attention to coronavirus?	UNINFORMATIVE
1246449894937612290	Covid19 India update : Punjab state : Police have deployed 15 drone cameras in Ludhiana to monitor the situation amid lockdown due to #COVID19. SOURCE : ANI HTTPURL	UNINFORMATIVE
1241694314494857217	@USER @USER @USER Lambeth currently the third highest local authority in UK for #COVID19 cases. Utterly irresponsible to advocate non essential outdoor trips #stayathome HTTPURL	UNINFORMATIVE
1241172153040502795	Governor Wolf delaying enforcement of non-life sustaining business closures until 8 am Monday due to number of waiver requests @USER #covid19 @USER	UNINFORMATIVE
1241272187555688448	And the tv host also goes “aaaaaaah” as if it’s some miracle info instead of asking “are you absolutely sure?”, “is this medically confirmed or is this a grandfather’s talking cock story?”. Buat show pasal COVID19 tapi tak buat research dulu.	UNINFORMATIVE
1241173951658758144	@USER CoronaVirus boredom cure. Get a person video message from Brian Beacock wishing you or someone you love a Happy Birthday, Anniversary, or just give you a shout out. If so please visit HTTPURL AND PLEASE RETWEET THIS HTTPURL	UNINFORMATIVE
1245858847413043202	Another Jerk! Israel's prime minister reportedly shared a fake video from the Hallmark series 'Pandemic' and claimed it as evidence that Iran was covering up its coronavirus deaths HTTPURL	UNINFORMATIVE
1244420436722622464	For #BrightenYourDay video No.11, we go back to 2011 and watch a #silverback #MountainGorilla eating a mixed salad: Wild #celery with Droquetia leaves. Tourist visits to #gorillas have been suspended during the #Covid19 #pandemic so try ⁦@USER HTTPURL	UNINFORMATIVE
1236459932486074369	MSNBC is trying to pretend that President Trump and/or VP Pence may have caught coronavirus from someone at CPAC. First, who cares? It’s a normal virus that normal people would easily recover from. Second, do Democrats realize they are the virus infecting America? 🤔	UNINFORMATIVE
1245959590790873088	3 people per million have died from Covid19. But politicians have nuked the U.S. Economy and are destroying civil liberties. Constitution? Freedoms? Mayors of cities are closing businesses and shredding the US Constitution so they can save us? Depression incoming.	UNINFORMATIVE
1246018097653460992	"#NigerianSoldiers and #CoronaVirus two problems at the same time. ""We Will Kill You People And Rape Your Mothers"" - Nigerian🇳🇬 Soldiers Send Message To Warri Youths. #StopKillingBiafrans #SupportFreeBiafra HTTPURL"	UNINFORMATIVE
1245848184959545345	Sad justice in America. The Commander of a US aircraft carrier loses his job because he acted to save his crew from COVID-19. @USER keeps his job for doing nothing and his negligence will kill thousands of his citizens. HTTPURL	UNINFORMATIVE
1239206677301342208	my mum is struggling and wants to give up on stroke recovery so I’ve been staying with her to keep her motivated. A friend staying in my flat is unwell/ been told to isolate. I’ve developed a cough/fever. can’t work, see my mum or go home. do I...do I sleep in my car? #COVIDー19	UNINFORMATIVE
1251200221658451969	This coronavirus is scary. But the 1347 Black Death killed 1/3 of Byzantium population. Morbid And there was political maneuvering for power in Constantinople during the Black Death. Sounds familiar... but don’t politicize it please HTTPURL	UNINFORMATIVE
1243007101695295490	after we have taken all the patients who were in it to the Great Messenger Hospital. * Hezbollah is preparing places to isolate those infected with the Coronavirus and places for the quarantine of those in need in hotels and resorts, and will place them at the disposal of-	UNINFORMATIVE
1248720846929215488	Now online: today's @USER Weekly #COVID19 Briefing w/ @USER + @USER - catalyzing investment in communities - mainstreet recovery programs - #PPP improvements - status of #OpportunityZones - lessons from previous downturns HTTPURL	UNINFORMATIVE
1243117982932336641	Dr Kafeel Khan, who has been in jail since February after being charged under the National Security Act, offers his help to Prime Minister Modi during the coronavirus outbreak. HTTPURL	UNINFORMATIVE
1244500951362424833	A doctor working in a public hospital treating Covid-19 patients in Beijing said numerous cases of mysterious pneumonia outbreaks had been reported by health professionals in several countries last year. Re-examining the records and samples of these patients could reveal	UNINFORMATIVE
1246312396597100546	@USER @USER @USER Canada has barely any 5G: yet they have cases. The UK, Austria and Switzerland have the highest density of 5G in Europe. France, Italy and Spain have hardly any but they all have far worse and earlier incidence of COVID-19. Chile has NO 5G, yet they have COVID-19.	UNINFORMATIVE
1236158469423554561	White House economic adviser Larry Kudlow claims coronavirus is 'contained,' says Americans should 'stay at work' HTTPURL via @USER #LyinLarry is a #tRumpToadie for #LyinDonnie!	UNINFORMATIVE
1238041247194861570	With six days left. My poll for recovery time after infection of the #CoronaVirus is 2 weeds 20%, Month 20%, Month plus 60%. #CDC @USER #CoronavirusPandemic	UNINFORMATIVE
1236091470937014273	"Honored &amp; grateful to have presented ""Mindfulness for Resilience &amp; Stress Hardiness"" at the 10TH ANNUAL MIAMI-DADE COUNTY HEALTHCARE PREPAREDNESS SYMPOSIUM today...the timing with the Coronavirus pandemic didn't go unnoticed! #disastermanagement #DisasterPreparedness HTTPURL"	UNINFORMATIVE
1245901557335539714	Imagine being Jemele Hill, of Detroit (COVID is killing Detroit btw), and bitching about Robert Kraft because of who he voted for, when he’s done so much more for COVID Relief than her one vote for Hilary Clinton did. Man, some mind numbing levels of stupidity.	UNINFORMATIVE
1241948858969661445	HTTPURL Kanganja must update the Nation on important matters under investigation despite the COVID-19 HTTPURL	UNINFORMATIVE
1236188048796381185	So Donald Trump stated the USA leads the world with it's defence against #coronavirus ...... The death rate from the new coronavirus is higher in the US so far than anywhere else in the world.	UNINFORMATIVE
1235796674171170820	As B.C. continues to report new COVID-19 cases, the premier is set to hold a special news conference outlining the ‘government-wide response’ to the virus on Friday. #CoronavirusOutbreak #bcpoli HTTPURL	UNINFORMATIVE
1242186079287083010	WYD?!: Casanova Gives Suspect Explanation As To Why He Was Outside During Coronavirus Outbreak HTTPURL	UNINFORMATIVE
1241175375566082053	Also inside: Area man discovers whether masks are allowed inside a Wells Fargo during these days of #Covid_19 . THE ANSWER MAY SURPRISE YOU #WashYourHands #StayAtHome HTTPURL	UNINFORMATIVE
1241021816497418240	Mayor John Tecklenburg, MUSC President Dr. Cole and city leaders will hold a press conference on the city’s efforts related to COVID-19 today at 2:30 p.m. in Washington Square, located at 80 Broad Street. The press conference will be live streamed at HTTPURL	UNINFORMATIVE
1250675816603713536	Meanwhile some good news from abroad: MT&gt; Italy Reports Lowest Number of New COVID Deaths in 3 Weeks | Voice of America - English - HTTPURL	UNINFORMATIVE
1244696459313897482	The commercial oyster fishery in Texas had one of its most productive years in 2019, and the 2020 season was continuing that trend. But then came the novel #coronavirus. Closing dine-in restaurants has tanked the demand for oysters (via @USER HTTPURL	UNINFORMATIVE
1242216811459833857	Duque says four private hospitals have enlisted for DOH accreditation to be able to test suspected COVID-19 patients	UNINFORMATIVE
1236098078987431941	X22 DS Biden in Place, Hillary Preparing to Run. Trump Suing CNN. Judicial Watch suing Schiff. Strzok, Page, Baker Now “COOPERATING WITNESSES” Already arrested &amp; signed guilty plea. Patriots hold Trump card CoronaVirus NOT as deadly as MSM state HTTPURL	UNINFORMATIVE
1247120531310039040	The University Grants Commission (UGC) has ordered private universities to stop assigning students' grades without holding semester finals as well as enrolling new students without admission tests, due to the evolving coronavirus situation. #Bangladesh HTTPURL	UNINFORMATIVE
1236453588798525441	SCOOP w @USER Gilead sent an investigational coronavirus treatment to China without approval from HHS, which is required by law. Some admin officials think that HHS should have approached the situation with more urgency and coordination. HTTPURL	UNINFORMATIVE
1241176472296947712	"@USER #COVID19 C - China's O - Official V - Viral I - International D - Disaster Deal with it, then deal with them and please refrain from using the word ""Chinese"" as it refers to 1.4 billion innocent people. However, ""China"" refers to the oppressive dictatorship that put us here. 👍"	UNINFORMATIVE
1242925203635810304	Today (3/25) at Task &amp; Purpose: - The Tomb of the Unknown Soldier remains guarded 24/7 despite COVID-19 - All overseas movement for US forces cancelled for up to 60 days - Military finally limits large meetings to fight COVID-19 HTTPURL HTTPURL	UNINFORMATIVE
1241676828605067265	NY Coronavirus Cases Rise, Cuomo Orders Entire Non-Essential Workforce Home | Craig Melvin | MSNBC HTTPURL	UNINFORMATIVE
1249115885673107457	@USER We're not doing better, over 9,000 cases can be multiplied according to the infection rate from one person with close contact of course, as for NY they're airports round it brought it in from China and another Democrat run state Washington! where it seems the covid19 started from	UNINFORMATIVE
1245782079457103874	Can we be clear on one thing: the Johns Hopkins Resource Center on the Coronavirus saying that confirmed cases are over one million is mostly an estimate. The number is most likely far higher than that. #COVID19Pandemic #COVID19 #COVIDー19	UNINFORMATIVE
